SITE_ID,YEAR,tsi_crust,tsi_rot,LAT_DD83,LON_DD83,ELEVATION,COLOR,NTL,PTL,CHLA,secchi,ts_group,ts
NLA17_KY-10001,2017,67.61183073154398,54.63888007969376,36.68168,-83.70503,390,11,0.107,7.186875,2.1500000000000004,2.5500000000000003,sdd_ts,meso
NLA17_KY-10001,2017,67.61183073154398,54.63888007969376,36.68168,-83.70503,390,11,0.107,7.186875,2.1500000000000004,2.5500000000000003,rot_ts,meso-eutro
NLA17_KY-10001,2017,67.61183073154398,54.63888007969376,36.68168,-83.70503,390,11,0.107,7.186875,2.1500000000000004,2.5500000000000003,crs_ts,hypereu
NLA17_KY-10002,2017,60.54112126471647,54.65390802242596,38.48626,-82.87262,180,5,0.225,9.94125,2.16,5.95,ncp_ts,oligo
NLA17_KY-10002,2017,60.54112126471647,54.65390802242596,38.48626,-82.87262,180,5,0.225,9.94125,2.16,5.95,chla_ts,oligo
NLA17_KY-10002,2017,60.54112126471647,54.65390802242596,38.48626,-82.87262,180,5,0.225,9.94125,2.16,5.95,ptl_ts,oligo
NLA17_KY-10002,2017,60.54112126471647,54.65390802242596,38.48626,-82.87262,180,5,0.225,9.94125,2.16,5.95,sdd_ts,oligo
NLA17_KY-10002,2017,60.54112126471647,54.65390802242596,38.48626,-82.87262,180,5,0.225,9.94125,2.16,5.95,rot_ts,meso-eutro
NLA17_KY-10002,2017,60.54112126471647,54.65390802242596,38.48626,-82.87262,180,5,0.225,9.94125,2.16,5.95,crs_ts,eutro
NLA17_KY-10003,2017,65.03273613833436,54.765299165111855,36.50433,-89.33693,86,41.5,1.4215,469.30812499999996,46,0.44999999999999996,ncp_ts,mixo
NLA17_KY-10003,2017,65.03273613833436,54.765299165111855,36.50433,-89.33693,86,41.5,1.4215,469.30812499999996,46,0.44999999999999996,chla_ts,eutro
NLA17_KY-10003,2017,65.03273613833436,54.765299165111855,36.50433,-89.33693,86,41.5,1.4215,469.30812499999996,46,0.44999999999999996,ptl_ts,hypereu
NLA17_KY-10003,2017,65.03273613833436,54.765299165111855,36.50433,-89.33693,86,41.5,1.4215,469.30812499999996,46,0.44999999999999996,sdd_ts,hypereu
NLA17_KY-10003,2017,65.03273613833436,54.765299165111855,36.50433,-89.33693,86,41.5,1.4215,469.30812499999996,46,0.44999999999999996,rot_ts,meso-eutro
NLA17_KY-10003,2017,65.03273613833436,54.765299165111855,36.50433,-89.33693,86,41.5,1.4215,469.30812499999996,46,0.44999999999999996,crs_ts,hypereu
NLA17_KY-10004,2017,61.18298661219375,52.83166839529593,36.8752,-88.48954,119,12,1.795,196.64375,53.92,0.35,ncp_ts,eutro
NLA17_KY-10004,2017,61.18298661219375,52.83166839529593,36.8752,-88.48954,119,12,1.795,196.64375,53.92,0.35,chla_ts,eutro
NLA17_KY-10004,2017,61.18298661219375,52.83166839529593,36.8752,-88.48954,119,12,1.795,196.64375,53.92,0.35,ptl_ts,hypereu
NLA17_KY-10004,2017,61.18298661219375,52.83166839529593,36.8752,-88.48954,119,12,1.795,196.64375,53.92,0.35,sdd_ts,hypereu
NLA17_KY-10004,2017,61.18298661219375,52.83166839529593,36.8752,-88.48954,119,12,1.795,196.64375,53.92,0.35,rot_ts,meso-eutro
NLA17_KY-10004,2017,61.18298661219375,52.83166839529593,36.8752,-88.48954,119,12,1.795,196.64375,53.92,0.35,crs_ts,eutro
NLA17_KY-10006,2017,64.73777027779359,47.48059894102087,37.48693,-84.67911,323,0,0.386,16.17625,16.88,1.15,ncp_ts,oligo
NLA17_KY-10006,2017,64.73777027779359,47.48059894102087,37.48693,-84.67911,323,0,0.386,16.17625,16.88,1.15,chla_ts,eutro
NLA17_KY-10006,2017,64.73777027779359,47.48059894102087,37.48693,-84.67911,323,0,0.386,16.17625,16.88,1.15,ptl_ts,meso
NLA17_KY-10006,2017,64.73777027779359,47.48059894102087,37.48693,-84.67911,323,0,0.386,16.17625,16.88,1.15,sdd_ts,eutro
NLA17_KY-10006,2017,64.73777027779359,47.48059894102087,37.48693,-84.67911,323,0,0.386,16.17625,16.88,1.15,rot_ts,meso-eutro
NLA17_KY-10006,2017,64.73777027779359,47.48059894102087,37.48693,-84.67911,323,0,0.386,16.17625,16.88,1.15,crs_ts,eutro
NLA17_KY-10017,2017,62.29106915270501,51.39164667272127,37.40584,-87.78581,123,4,0.6,28.745,15.12,1.55,ncp_ts,oligo
NLA17_KY-10017,2017,62.29106915270501,51.39164667272127,37.40584,-87.78581,123,4,0.6,28.745,15.12,1.55,chla_ts,eutro
NLA17_KY-10017,2017,62.29106915270501,51.39164667272127,37.40584,-87.78581,123,4,0.6,28.745,15.12,1.55,ptl_ts,eutro
NLA17_KY-10017,2017,62.29106915270501,51.39164667272127,37.40584,-87.78581,123,4,0.6,28.745,15.12,1.55,sdd_ts,eutro
NLA17_KY-10017,2017,62.29106915270501,51.39164667272127,37.40584,-87.78581,123,4,0.6,28.745,15.12,1.55,rot_ts,meso-eutro
NLA17_KY-10017,2017,62.29106915270501,51.39164667272127,37.40584,-87.78581,123,4,0.6,28.745,15.12,1.55,crs_ts,eutro
NLA17_KY-10023,2017,61.18298661219375,54.86000709488203,37.40457,-87.52033,143,10,0.405,11.0875,4.2,2.95,ncp_ts,oligo
NLA17_KY-10023,2017,61.18298661219375,54.86000709488203,37.40457,-87.52033,143,10,0.405,11.0875,4.2,2.95,chla_ts,meso
NLA17_KY-10023,2017,61.18298661219375,54.86000709488203,37.40457,-87.52033,143,10,0.405,11.0875,4.2,2.95,ptl_ts,oligo
NLA17_KY-10023,2017,61.18298661219375,54.86000709488203,37.40457,-87.52033,143,10,0.405,11.0875,4.2,2.95,sdd_ts,meso
NLA17_KY-10023,2017,61.18298661219375,54.86000709488203,37.40457,-87.52033,143,10,0.405,11.0875,4.2,2.95,rot_ts,meso-eutro
NLA17_KY-10023,2017,61.18298661219375,54.86000709488203,37.40457,-87.52033,143,10,0.405,11.0875,4.2,2.95,crs_ts,eutro
NLA17_KY-10024,2017,60.3243569562361,52.27768147132197,37.54089,-84.17999,241,4,0.234,8.94625,2.87,1.75,ncp_ts,oligo
NLA17_KY-10024,2017,60.3243569562361,52.27768147132197,37.54089,-84.17999,241,4,0.234,8.94625,2.87,1.75,chla_ts,meso
NLA17_KY-10024,2017,60.3243569562361,52.27768147132197,37.54089,-84.17999,241,4,0.234,8.94625,2.87,1.75,ptl_ts,oligo
NLA17_KY-10024,2017,60.3243569562361,52.27768147132197,37.54089,-84.17999,241,4,0.234,8.94625,2.87,1.75,sdd_ts,eutro
NLA17_KY-10024,2017,60.3243569562361,52.27768147132197,37.54089,-84.17999,241,4,0.234,8.94625,2.87,1.75,rot_ts,meso-eutro
NLA17_KY-10024,2017,60.3243569562361,52.27768147132197,37.54089,-84.17999,241,4,0.234,8.94625,2.87,1.75,crs_ts,eutro
NLA17_KY-10027,2017,62.27464544197789,57.370542569583534,38.49867,-84.5809,256,25,1.038,35.195,28.08,0.75,ncp_ts,mixo
NLA17_KY-10027,2017,62.27464544197789,57.370542569583534,38.49867,-84.5809,256,25,1.038,35.195,28.08,0.75,chla_ts,eutro
NLA17_KY-10027,2017,62.27464544197789,57.370542569583534,38.49867,-84.5809,256,25,1.038,35.195,28.08,0.75,ptl_ts,eutro
NLA17_KY-10027,2017,62.27464544197789,57.370542569583534,38.49867,-84.5809,256,25,1.038,35.195,28.08,0.75,sdd_ts,eutro
NLA17_KY-10027,2017,62.27464544197789,57.370542569583534,38.49867,-84.5809,256,25,1.038,35.195,28.08,0.75,rot_ts,eutro
NLA17_KY-10027,2017,62.27464544197789,57.370542569583534,38.49867,-84.5809,256,25,1.038,35.195,28.08,0.75,crs_ts,eutro
NLA17_LA-10001,2017,60.67665885015399,53.353044399391536,31.6674,-91.50773,14,12.5,1.2405,112.078125,63.065,0.6375,ncp_ts,eutro
NLA17_LA-10001,2017,60.67665885015399,53.353044399391536,31.6674,-91.50773,14,12.5,1.2405,112.078125,63.065,0.6375,chla_ts,hypereu
NLA17_LA-10001,2017,60.67665885015399,53.353044399391536,31.6674,-91.50773,14,12.5,1.2405,112.078125,63.065,0.6375,ptl_ts,hypereu
NLA17_LA-10001,2017,60.67665885015399,53.353044399391536,31.6674,-91.50773,14,12.5,1.2405,112.078125,63.065,0.6375,sdd_ts,eutro
NLA17_LA-10001,2017,60.67665885015399,53.353044399391536,31.6674,-91.50773,14,12.5,1.2405,112.078125,63.065,0.6375,rot_ts,meso-eutro
NLA17_LA-10001,2017,60.67665885015399,53.353044399391536,31.6674,-91.50773,14,12.5,1.2405,112.078125,63.065,0.6375,crs_ts,eutro
NLA17_LA-10002,2017,52.515960439476565,55.19592893239548,31.3165,-92.73712,30,20,0.549,38.23625,20.27,1.375,ncp_ts,eutro
NLA17_LA-10002,2017,52.515960439476565,55.19592893239548,31.3165,-92.73712,30,20,0.549,38.23625,20.27,1.375,chla_ts,eutro
NLA17_LA-10002,2017,52.515960439476565,55.19592893239548,31.3165,-92.73712,30,20,0.549,38.23625,20.27,1.375,ptl_ts,eutro
NLA17_LA-10002,2017,52.515960439476565,55.19592893239548,31.3165,-92.73712,30,20,0.549,38.23625,20.27,1.375,sdd_ts,eutro
NLA17_LA-10002,2017,52.515960439476565,55.19592893239548,31.3165,-92.73712,30,20,0.549,38.23625,20.27,1.375,rot_ts,eutro
NLA17_LA-10002,2017,52.515960439476565,55.19592893239548,31.3165,-92.73712,30,20,0.549,38.23625,20.27,1.375,crs_ts,meso-eutro
NLA17_LA-10004,2017,63.58541103762663,54.191922530530206,29.89163,-92.75451,0,46,0.7484999999999999,151.64375,6.630000000000001,0.32499999999999996,ncp_ts,mixo
NLA17_LA-10004,2017,63.58541103762663,54.191922530530206,29.89163,-92.75451,0,46,0.7484999999999999,151.64375,6.630000000000001,0.32499999999999996,chla_ts,meso
NLA17_LA-10004,2017,63.58541103762663,54.191922530530206,29.89163,-92.75451,0,46,0.7484999999999999,151.64375,6.630000000000001,0.32499999999999996,ptl_ts,hypereu
NLA17_LA-10004,2017,63.58541103762663,54.191922530530206,29.89163,-92.75451,0,46,0.7484999999999999,151.64375,6.630000000000001,0.32499999999999996,sdd_ts,hypereu
NLA17_LA-10004,2017,63.58541103762663,54.191922530530206,29.89163,-92.75451,0,46,0.7484999999999999,151.64375,6.630000000000001,0.32499999999999996,rot_ts,meso-eutro
NLA17_LA-10004,2017,63.58541103762663,54.191922530530206,29.89163,-92.75451,0,46,0.7484999999999999,151.64375,6.630000000000001,0.32499999999999996,crs_ts,eutro
NLA17_LA-10006,2017,56.134356304486076,51.554278703273155,30.83414,-92.4765,28,25,0.674,79.6075,15.88,0.225,ncp_ts,mixo
NLA17_LA-10006,2017,56.134356304486076,51.554278703273155,30.83414,-92.4765,28,25,0.674,79.6075,15.88,0.225,chla_ts,eutro
NLA17_LA-10006,2017,56.134356304486076,51.554278703273155,30.83414,-92.4765,28,25,0.674,79.6075,15.88,0.225,ptl_ts,eutro
NLA17_LA-10006,2017,56.134356304486076,51.554278703273155,30.83414,-92.4765,28,25,0.674,79.6075,15.88,0.225,sdd_ts,hypereu
NLA17_LA-10006,2017,56.134356304486076,51.554278703273155,30.83414,-92.4765,28,25,0.674,79.6075,15.88,0.225,rot_ts,meso-eutro
NLA17_LA-10006,2017,56.134356304486076,51.554278703273155,30.83414,-92.4765,28,25,0.674,79.6075,15.88,0.225,crs_ts,eutro
NLA17_LA-10007,2017,50.205052489711655,51.109167096828,30.4245,-91.16672,6,15,1.456,236.06125,79.6,0.375,ncp_ts,eutro
NLA17_LA-10007,2017,50.205052489711655,51.109167096828,30.4245,-91.16672,6,15,1.456,236.06125,79.6,0.375,chla_ts,hypereu
NLA17_LA-10007,2017,50.205052489711655,51.109167096828,30.4245,-91.16672,6,15,1.456,236.06125,79.6,0.375,ptl_ts,hypereu
NLA17_LA-10007,2017,50.205052489711655,51.109167096828,30.4245,-91.16672,6,15,1.456,236.06125,79.6,0.375,sdd_ts,hypereu
NLA17_LA-10007,2017,50.205052489711655,51.109167096828,30.4245,-91.16672,6,15,1.456,236.06125,79.6,0.375,rot_ts,meso-eutro
NLA17_LA-10007,2017,50.205052489711655,51.109167096828,30.4245,-91.16672,6,15,1.456,236.06125,79.6,0.375,crs_ts,meso-eutro
NLA17_LA-10015,2017,56.78798747304815,50.330353242439486,32.713,-91.69816,26,21,0.969,99.93,41.6,0.775,ncp_ts,mixo
NLA17_LA-10015,2017,56.78798747304815,50.330353242439486,32.713,-91.69816,26,21,0.969,99.93,41.6,0.775,chla_ts,eutro
NLA17_LA-10015,2017,56.78798747304815,50.330353242439486,32.713,-91.69816,26,21,0.969,99.93,41.6,0.775,ptl_ts,hypereu
NLA17_LA-10015,2017,56.78798747304815,50.330353242439486,32.713,-91.69816,26,21,0.969,99.93,41.6,0.775,sdd_ts,eutro
NLA17_LA-10015,2017,56.78798747304815,50.330353242439486,32.713,-91.69816,26,21,0.969,99.93,41.6,0.775,rot_ts,meso-eutro
NLA17_LA-10015,2017,56.78798747304815,50.330353242439486,32.713,-91.69816,26,21,0.969,99.93,41.6,0.775,crs_ts,eutro
NLA17_LA-10018,2017,61.57760417656237,50.47911848099763,32.3514,-93.7702,44,55,1.389,251.98,84.8,0.475,ncp_ts,mixo
NLA17_LA-10018,2017,61.57760417656237,50.47911848099763,32.3514,-93.7702,44,55,1.389,251.98,84.8,0.475,chla_ts,hypereu
NLA17_LA-10018,2017,61.57760417656237,50.47911848099763,32.3514,-93.7702,44,55,1.389,251.98,84.8,0.475,ptl_ts,hypereu
NLA17_LA-10018,2017,61.57760417656237,50.47911848099763,32.3514,-93.7702,44,55,1.389,251.98,84.8,0.475,sdd_ts,hypereu
NLA17_LA-10018,2017,61.57760417656237,50.47911848099763,32.3514,-93.7702,44,55,1.389,251.98,84.8,0.475,rot_ts,meso-eutro
NLA17_LA-10018,2017,61.57760417656237,50.47911848099763,32.3514,-93.7702,44,55,1.389,251.98,84.8,0.475,crs_ts,eutro
NLA17_LA-10024,2017,44.9303802754004,52.85268404701874,30.54652,-90.50086,15,2,0.715,41.8425,15.31,2.05,ncp_ts,eutro
NLA17_LA-10024,2017,44.9303802754004,52.85268404701874,30.54652,-90.50086,15,2,0.715,41.8425,15.31,2.05,chla_ts,eutro
NLA17_LA-10024,2017,44.9303802754004,52.85268404701874,30.54652,-90.50086,15,2,0.715,41.8425,15.31,2.05,ptl_ts,eutro
NLA17_LA-10024,2017,44.9303802754004,52.85268404701874,30.54652,-90.50086,15,2,0.715,41.8425,15.31,2.05,sdd_ts,meso
NLA17_LA-10024,2017,44.9303802754004,52.85268404701874,30.54652,-90.50086,15,2,0.715,41.8425,15.31,2.05,rot_ts,meso-eutro
NLA17_LA-10024,2017,44.9303802754004,52.85268404701874,30.54652,-90.50086,15,2,0.715,41.8425,15.31,2.05,crs_ts,oligo-meso
NLA17_LA-10046,2017,61.43587363343097,48.07299675810124,30.78229,-90.1467,34,15,0.983,102.77625,81.87,0.625,ncp_ts,eutro
NLA17_LA-10046,2017,61.43587363343097,48.07299675810124,30.78229,-90.1467,34,15,0.983,102.77625,81.87,0.625,chla_ts,hypereu
NLA17_LA-10046,2017,61.43587363343097,48.07299675810124,30.78229,-90.1467,34,15,0.983,102.77625,81.87,0.625,ptl_ts,hypereu
NLA17_LA-10046,2017,61.43587363343097,48.07299675810124,30.78229,-90.1467,34,15,0.983,102.77625,81.87,0.625,sdd_ts,eutro
NLA17_LA-10046,2017,61.43587363343097,48.07299675810124,30.78229,-90.1467,34,15,0.983,102.77625,81.87,0.625,rot_ts,meso-eutro
NLA17_LA-10046,2017,61.43587363343097,48.07299675810124,30.78229,-90.1467,34,15,0.983,102.77625,81.87,0.625,crs_ts,eutro
NLA17_LA-10075,2017,65.40571694410738,45.904328210234546,31.44023,-92.23634,19,13,0.904,66.84,36.24,0.575,ncp_ts,eutro
NLA17_LA-10075,2017,65.40571694410738,45.904328210234546,31.44023,-92.23634,19,13,0.904,66.84,36.24,0.575,chla_ts,eutro
NLA17_LA-10075,2017,65.40571694410738,45.904328210234546,31.44023,-92.23634,19,13,0.904,66.84,36.24,0.575,ptl_ts,eutro
NLA17_LA-10075,2017,65.40571694410738,45.904328210234546,31.44023,-92.23634,19,13,0.904,66.84,36.24,0.575,sdd_ts,eutro
NLA17_LA-10075,2017,65.40571694410738,45.904328210234546,31.44023,-92.23634,19,13,0.904,66.84,36.24,0.575,rot_ts,meso-eutro
NLA17_LA-10075,2017,65.40571694410738,45.904328210234546,31.44023,-92.23634,19,13,0.904,66.84,36.24,0.575,crs_ts,hypereu
NLA17_LA-10108,2017,59.91774882587333,51.03616733369935,30.97631,-91.12686,83,40,0.583,41.6625,19.44,1.25,ncp_ts,mixo
NLA17_LA-10108,2017,59.91774882587333,51.03616733369935,30.97631,-91.12686,83,40,0.583,41.6625,19.44,1.25,chla_ts,eutro
NLA17_LA-10108,2017,59.91774882587333,51.03616733369935,30.97631,-91.12686,83,40,0.583,41.6625,19.44,1.25,ptl_ts,eutro
NLA17_LA-10108,2017,59.91774882587333,51.03616733369935,30.97631,-91.12686,83,40,0.583,41.6625,19.44,1.25,sdd_ts,eutro
NLA17_LA-10108,2017,59.91774882587333,51.03616733369935,30.97631,-91.12686,83,40,0.583,41.6625,19.44,1.25,rot_ts,meso-eutro
NLA17_LA-10108,2017,59.91774882587333,51.03616733369935,30.97631,-91.12686,83,40,0.583,41.6625,19.44,1.25,crs_ts,eutro
NLA17_LA-10155,2017,62.40530867771893,52.44994805576504,32.04151,-91.99869,16,10,0.705,46.7775,25.6,1.45,ncp_ts,eutro
NLA17_LA-10155,2017,62.40530867771893,52.44994805576504,32.04151,-91.99869,16,10,0.705,46.7775,25.6,1.45,chla_ts,eutro
NLA17_LA-10155,2017,62.40530867771893,52.44994805576504,32.04151,-91.99869,16,10,0.705,46.7775,25.6,1.45,ptl_ts,eutro
NLA17_LA-10155,2017,62.40530867771893,52.44994805576504,32.04151,-91.99869,16,10,0.705,46.7775,25.6,1.45,sdd_ts,eutro
NLA17_LA-10155,2017,62.40530867771893,52.44994805576504,32.04151,-91.99869,16,10,0.705,46.7775,25.6,1.45,rot_ts,meso-eutro
NLA17_LA-10155,2017,62.40530867771893,52.44994805576504,32.04151,-91.99869,16,10,0.705,46.7775,25.6,1.45,crs_ts,eutro
NLA17_LA-10231,2017,54.07260806886245,51.195479108470295,32.46931,-93.69903,44,18,1.299,166.4225,55,0.275,ncp_ts,eutro
NLA17_LA-10231,2017,54.07260806886245,51.195479108470295,32.46931,-93.69903,44,18,1.299,166.4225,55,0.275,chla_ts,eutro
NLA17_LA-10231,2017,54.07260806886245,51.195479108470295,32.46931,-93.69903,44,18,1.299,166.4225,55,0.275,ptl_ts,hypereu
NLA17_LA-10231,2017,54.07260806886245,51.195479108470295,32.46931,-93.69903,44,18,1.299,166.4225,55,0.275,sdd_ts,hypereu
NLA17_LA-10231,2017,54.07260806886245,51.195479108470295,32.46931,-93.69903,44,18,1.299,166.4225,55,0.275,rot_ts,meso-eutro
NLA17_LA-10231,2017,54.07260806886245,51.195479108470295,32.46931,-93.69903,44,18,1.299,166.4225,55,0.275,crs_ts,meso-eutro
NLA17_LA-10303,2017,56.58492705369692,52.64964108247103,32.58905,-92.04032,20,38,0.689,66.3125,51.2,1.1,ncp_ts,mixo
NLA17_LA-10303,2017,56.58492705369692,52.64964108247103,32.58905,-92.04032,20,38,0.689,66.3125,51.2,1.1,chla_ts,eutro
NLA17_LA-10303,2017,56.58492705369692,52.64964108247103,32.58905,-92.04032,20,38,0.689,66.3125,51.2,1.1,ptl_ts,eutro
NLA17_LA-10303,2017,56.58492705369692,52.64964108247103,32.58905,-92.04032,20,38,0.689,66.3125,51.2,1.1,sdd_ts,eutro
NLA17_LA-10303,2017,56.58492705369692,52.64964108247103,32.58905,-92.04032,20,38,0.689,66.3125,51.2,1.1,rot_ts,meso-eutro
NLA17_LA-10303,2017,56.58492705369692,52.64964108247103,32.58905,-92.04032,20,38,0.689,66.3125,51.2,1.1,crs_ts,eutro
NLA17_MA-10001,2017,67.61183073154398,56.28539639940733,41.76019,-70.65755,1,31.5,0.1995,12.55,5.33,1.85,ncp_ts,dys
NLA17_MA-10001,2017,67.61183073154398,56.28539639940733,41.76019,-70.65755,1,31.5,0.1995,12.55,5.33,1.85,chla_ts,meso
NLA17_MA-10001,2017,67.61183073154398,56.28539639940733,41.76019,-70.65755,1,31.5,0.1995,12.55,5.33,1.85,ptl_ts,meso
NLA17_MA-10001,2017,67.61183073154398,56.28539639940733,41.76019,-70.65755,1,31.5,0.1995,12.55,5.33,1.85,sdd_ts,eutro
NLA17_MA-10001,2017,67.61183073154398,56.28539639940733,41.76019,-70.65755,1,31.5,0.1995,12.55,5.33,1.85,rot_ts,eutro
NLA17_MA-10001,2017,67.61183073154398,56.28539639940733,41.76019,-70.65755,1,31.5,0.1995,12.55,5.33,1.85,crs_ts,hypereu
NLA17_MA-10002,2017,66.49778784916138,40.32668376920343,41.98474,-71.2003,30,20,0.705,29.745,5.03,NA,ncp_ts,oligo
NLA17_MA-10002,2017,66.49778784916138,40.32668376920343,41.98474,-71.2003,30,20,0.705,29.745,5.03,NA,chla_ts,meso
NLA17_MA-10002,2017,66.49778784916138,40.32668376920343,41.98474,-71.2003,30,20,0.705,29.745,5.03,NA,ptl_ts,eutro
NLA17_MA-10002,2017,66.49778784916138,40.32668376920343,41.98474,-71.2003,30,20,0.705,29.745,5.03,NA,sdd_ts,NA
NLA17_MA-10002,2017,66.49778784916138,40.32668376920343,41.98474,-71.2003,30,20,0.705,29.745,5.03,NA,rot_ts,oligo-meso
NLA17_MA-10002,2017,66.49778784916138,40.32668376920343,41.98474,-71.2003,30,20,0.705,29.745,5.03,NA,crs_ts,hypereu
NLA17_MA-10003,2017,64.36735870933454,49.633460041647055,42.31289,-73.13714,536,35,0.504,23.155,9.68,1.55,ncp_ts,dys
NLA17_MA-10003,2017,64.36735870933454,49.633460041647055,42.31289,-73.13714,536,35,0.504,23.155,9.68,1.55,chla_ts,eutro
NLA17_MA-10003,2017,64.36735870933454,49.633460041647055,42.31289,-73.13714,536,35,0.504,23.155,9.68,1.55,ptl_ts,meso
NLA17_MA-10003,2017,64.36735870933454,49.633460041647055,42.31289,-73.13714,536,35,0.504,23.155,9.68,1.55,sdd_ts,eutro
NLA17_MA-10003,2017,64.36735870933454,49.633460041647055,42.31289,-73.13714,536,35,0.504,23.155,9.68,1.55,rot_ts,meso-eutro
NLA17_MA-10003,2017,64.36735870933454,49.633460041647055,42.31289,-73.13714,536,35,0.504,23.155,9.68,1.55,crs_ts,eutro
NLA17_MA-10004,2017,66.89949114254267,55.168722806150804,42.64691,-72.2185,194,60.5,0.313,18.229999999999997,6.925,1.9,ncp_ts,dys
NLA17_MA-10004,2017,66.89949114254267,55.168722806150804,42.64691,-72.2185,194,60.5,0.313,18.229999999999997,6.925,1.9,chla_ts,meso
NLA17_MA-10004,2017,66.89949114254267,55.168722806150804,42.64691,-72.2185,194,60.5,0.313,18.229999999999997,6.925,1.9,ptl_ts,meso
NLA17_MA-10004,2017,66.89949114254267,55.168722806150804,42.64691,-72.2185,194,60.5,0.313,18.229999999999997,6.925,1.9,sdd_ts,eutro
NLA17_MA-10004,2017,66.89949114254267,55.168722806150804,42.64691,-72.2185,194,60.5,0.313,18.229999999999997,6.925,1.9,rot_ts,eutro
NLA17_MA-10004,2017,66.89949114254267,55.168722806150804,42.64691,-72.2185,194,60.5,0.313,18.229999999999997,6.925,1.9,crs_ts,hypereu
NLA17_MA-10005,2017,65.89553642387291,28.919665944446937,42.14574,-72.51368,62,10,0.306,8.23375,2.35,4.45,ncp_ts,oligo
NLA17_MA-10005,2017,65.89553642387291,28.919665944446937,42.14574,-72.51368,62,10,0.306,8.23375,2.35,4.45,chla_ts,oligo
NLA17_MA-10005,2017,65.89553642387291,28.919665944446937,42.14574,-72.51368,62,10,0.306,8.23375,2.35,4.45,ptl_ts,oligo
NLA17_MA-10005,2017,65.89553642387291,28.919665944446937,42.14574,-72.51368,62,10,0.306,8.23375,2.35,4.45,sdd_ts,oligo
NLA17_MA-10005,2017,65.89553642387291,28.919665944446937,42.14574,-72.51368,62,10,0.306,8.23375,2.35,4.45,rot_ts,oligo-meso
NLA17_MA-10005,2017,65.89553642387291,28.919665944446937,42.14574,-72.51368,62,10,0.306,8.23375,2.35,4.45,crs_ts,hypereu
NLA17_MA-10007,2017,60.4037250472411,53.42895394794934,42.10683,-71.13425,63,20,0.416,19.205,3.89,NA,ncp_ts,oligo
NLA17_MA-10007,2017,60.4037250472411,53.42895394794934,42.10683,-71.13425,63,20,0.416,19.205,3.89,NA,chla_ts,meso
NLA17_MA-10007,2017,60.4037250472411,53.42895394794934,42.10683,-71.13425,63,20,0.416,19.205,3.89,NA,ptl_ts,meso
NLA17_MA-10007,2017,60.4037250472411,53.42895394794934,42.10683,-71.13425,63,20,0.416,19.205,3.89,NA,sdd_ts,NA
NLA17_MA-10007,2017,60.4037250472411,53.42895394794934,42.10683,-71.13425,63,20,0.416,19.205,3.89,NA,rot_ts,meso-eutro
NLA17_MA-10007,2017,60.4037250472411,53.42895394794934,42.10683,-71.13425,63,20,0.416,19.205,3.89,NA,crs_ts,eutro
NLA17_MA-10017,2017,64.32689830987755,53.20776104378032,42.71482,-71.09953,37,76,1.778,280.43875,26.17,0.95,ncp_ts,mixo
NLA17_MA-10017,2017,64.32689830987755,53.20776104378032,42.71482,-71.09953,37,76,1.778,280.43875,26.17,0.95,chla_ts,eutro
NLA17_MA-10017,2017,64.32689830987755,53.20776104378032,42.71482,-71.09953,37,76,1.778,280.43875,26.17,0.95,ptl_ts,hypereu
NLA17_MA-10017,2017,64.32689830987755,53.20776104378032,42.71482,-71.09953,37,76,1.778,280.43875,26.17,0.95,sdd_ts,eutro
NLA17_MA-10017,2017,64.32689830987755,53.20776104378032,42.71482,-71.09953,37,76,1.778,280.43875,26.17,0.95,rot_ts,meso-eutro
NLA17_MA-10017,2017,64.32689830987755,53.20776104378032,42.71482,-71.09953,37,76,1.778,280.43875,26.17,0.95,crs_ts,eutro
NLA17_MA-10018,2017,63.98360133316016,46.61795548361641,42.06987046,-72.27857053,235,40,0.388,23.545,10.76,NA,ncp_ts,dys
NLA17_MA-10018,2017,63.98360133316016,46.61795548361641,42.06987046,-72.27857053,235,40,0.388,23.545,10.76,NA,chla_ts,eutro
NLA17_MA-10018,2017,63.98360133316016,46.61795548361641,42.06987046,-72.27857053,235,40,0.388,23.545,10.76,NA,ptl_ts,meso
NLA17_MA-10018,2017,63.98360133316016,46.61795548361641,42.06987046,-72.27857053,235,40,0.388,23.545,10.76,NA,sdd_ts,NA
NLA17_MA-10018,2017,63.98360133316016,46.61795548361641,42.06987046,-72.27857053,235,40,0.388,23.545,10.76,NA,rot_ts,meso-eutro
NLA17_MA-10018,2017,63.98360133316016,46.61795548361641,42.06987046,-72.27857053,235,40,0.388,23.545,10.76,NA,crs_ts,eutro
NLA17_MA-10019,2017,61.76932102867716,50.7493673161141,41.64846,-70.44178,11,34,0.335,8.4975,4.14,3.1500000000000004,ncp_ts,dys
NLA17_MA-10019,2017,61.76932102867716,50.7493673161141,41.64846,-70.44178,11,34,0.335,8.4975,4.14,3.1500000000000004,chla_ts,meso
NLA17_MA-10019,2017,61.76932102867716,50.7493673161141,41.64846,-70.44178,11,34,0.335,8.4975,4.14,3.1500000000000004,ptl_ts,oligo
NLA17_MA-10019,2017,61.76932102867716,50.7493673161141,41.64846,-70.44178,11,34,0.335,8.4975,4.14,3.1500000000000004,sdd_ts,meso
NLA17_MA-10019,2017,61.76932102867716,50.7493673161141,41.64846,-70.44178,11,34,0.335,8.4975,4.14,3.1500000000000004,rot_ts,meso-eutro
